** WCCDESCRIPTION=Iran, Sari, 2012-2013
** WCCFORMAT=99
** WCCYEARS=2012-2013
*
* Weather station: Dashte naz
*
4	2012	2013	2014	2015
1	0	0	9.8	0.1
2	0	0	10.7	1.6
3	0	0	0	0
4	1.7	4.1	0	0
5	0	1	0	0
6	0	0	0	0.2
7	0	0	0	0
8	2.8	0	0	0
9	4.7	2	0	0
10	0	0.3	8.4	2.3
11	2.2	0	20.3	0.5
12	0	0	0	0
13	0	0	0	0
14	0	0	0.7	0.1
15	0	0	0	2.5
16	0.1	0	0	0.1
17	0	0	2	0
18	0	0	0	0
19	0	0	0	0
20	0	0	0.7	0
21	0	0	0	0.1
22	0	0	0.2	1.9
23	0	0.1	0	4.5
24	0	2.5	0	0.8
25	0	0	0.5	0
26	0	0	0	0
27	0.9	0	0	0
28	0	0	0	0
29	0	1.7	0	0
30	0	0	0	0
31	0	0.3	0	0.3
32	3.2	5	0	0
33	0	0	0	0.2
34	0	0	0	0
35	0.1	24.1	3.2	2.5
36	0	0	0	0
37	0	0	0	0
38	0	0	0	0
39	0	0	0	0
40	0	0	0	0
41	0	0	0	0
42	0.4	0	0	0
43	0	0	0	0
44	0	0	0.1	0
45	6.9	0	0	0
46	0	0	0	0
47	0	0	0	1
48	0	0	0	0
49	0	0	0	0
50	0	2.6	0	0
51	0	0	0	0
52	0	0	0	0
53	0	0	0	0.2
54	0	0	0	1.3
55	0	0.1	0	0.2
56	0	0	0	0
57	0	0.7	0	0
58	0	0	0	0
59	0	0	0	0
60	0	0	0	0
61	0	10.1	0	0
62	0	0	1.1	0
63	0.1	7.5	0	0
64	0.2	0	0	0
65	4.3	0	0	0
66	0	0	0	0
67	0	0	0	0
68	0	0	0	0
69	0	0	0	0
70	0	1	0	0
71	0	0	0	0
72	0	0	0	0
73	0	0	0	0
74	0	0	0.5	0.1
75	0	0	7.1	0
76	0	0	127.5	0
77	0	0	0	0
78	0	0.2	0	0
79	0	0	0	3.3
80	0	0	0	0
81	0	0	0	0
82	0	0	0	0
83	0	0.1	0	0.1
84	0	0	0	0
85	0	0	1	0
86	0	0	0	0
87	0	0	0	0
88	0	0	0	0
89	0	0	0	0
90	0	0	0	0
91	36.8	0	0	0
92	0	0	0	0
93	0	0.5	0	0
94	0	0	0	0
95	0	0	0	0
96	0	0	0	0
97	0	0	0	0
98	0	0	0	0
99	0	0	0	0
100	0	0	0	0
101	0	0	0	0
102	0.9	0	1	0
103	0	0	0.1	0.4
104	3.5	0	4	0
105	3.7	0	0	2.1
106	5.9	0	0	0
107	0.1	0	0	0
108	0	0	0	0
109	0	0	0	0
110	0	0	0	0
111	0	0	0.1	0
112	0	0	0	0
113	0	0	0	0
114	0	0	0	0
115	0.2	0	0	0.6
116	0.2	0	0	0
117	0.63	0	0	0
118	0	0	0	0
119	1.1	0	0	1.7
120	0	0	0	4.8
121	0	0	0	73
122	0.5	0	0	1.2
123	0.1	0	0	0
124	0	0	0	0
125	0	0	0	0
126	0	0	0	0
127	0	2	0	0
128	0	0	0	0
129	0	2	0	0
130	0	0	4.3	0
131	0	4	1.8	0
132	0	0	0.1	0
133	0	4.9	2.6	0
134	0	0.2	0	0
135	1.1	0.2	0	0
136	1.5	0	0	0
137	0	0	0	0
138	0	0.9	0	0
139	0	0.4	0	0
140	0	0	0	0
141	0	0	0	0.2
142	0	7.3	0	1.8
143	0	0	0	0
144	0	0	0	0
145	0	0	0	0
146	0	0	0	0
147	0	0	0	0
148	0	0	0	0
149	0	0	0	0
150	0	0	0	0
151	0	0	0	0
152	0	0.5	0	0
153	0	4.4	0	0
154	0	0	0	0
155	0	2.7	0	1.6
156	41.3	0	0	0
157	7.3	0	0	0.7
158	0	0	0	9.3
159	0	0	0	2.8
160	0	0.6	0	3.3
161	0	0	0	0
162	0	0	0	0
163	0	0	0	0
164	0	0	0	0.1
165	0	0	0.1	80.1
166	10.1	0	0	0
167	30.1	0	0	0
168	0	0	0	0
169	0	0	0	0
170	0	1.7	1.1	0
171	0	0	0	0
172	0	0	0	0
173	0	0	0	0
174	0	5	0	0
175	2.8	0.4	0	0
176	1	3.1	0	0
177	0.4	0	0	0
178	0	0	0	0.2
179	0	0	0	0
180	7.3	0	0	1.7
181	0	0	0	13.5
182	0	0	0	0.9
183	0	0	0	0
184	0	0	0	0
185	0	0	0	0
186	0	0	0	0
187	0	0	0	0
188	0.2	0	0.4	0
189	17.8	28.5	0.2	0
190	0	43.6	0.1	0
191	0	0	0	0
192	0	0	0	0
193	2.7	0	1.7	0
194	0	0	0	0
195	0	0	0	0
196	0	0	0.8	0
197	0	0	0	0
198	0	0	0	0
199	0	0.7	0	0
200	0	10.5	0	0
201	0	17.2	17.3	0
202	0	54.2	0	50.2
203	0	1.8	0	3.8
204	0	0	4.3	30.7
205	0	0	2	0.4
206	0	0	0	0
207	20.3	0	0	0
208	8.6	0.1	0	13.3
209	0	0	0	0
210	0	0	0	0.5
211	0	0	0	13.6
212	0	0	0	0
213	0	0	50.9	0
214	4.3	26.7	0.7	0
215	0	22.6	0	0
216	0	0	0	0
217	0	0	0	0
218	0	5.5	0	0
219	0	0	6.6	0
220	0	1	1.1	0
221	0	0	0	0
222	24.9	0	0	4.6
223	5.5	0	0	3.4
224	0	0	0	0.4
225	0	0	0	24.7
226	0	0	0	2.1
227	0	1.5	2.5	0
228	6	0	31.6	0
229	0	0	2.6	0
230	0	0	0.3	0
231	0	0	0	0
232	0	0	0	0
233	0	0	0	0
234	0	13.5	0	0
235	0	0	0	9.8
236	0	0	0	3.1
237	0	0.8	0	3.4
238	9.6	24.4	0	3
239	6.8	5.3	0	28.7
240	40	0	0	0
241	23.2	19.9	0	0
242	0	0	0	12.1
243	0	0	2.2	4.8
244	0	0	17.5	0.3
245	0	9.2	0	0
246	0	8.6	0	0
