** WCCDESCRIPTION=Iran, Sari, 2012-2013
** WCCFORMAT=99
** WCCYEARS=2012-2013
*
* Weather station: Dashte naz
*
247	5.9	1	0	0
248	0	0	6.1	0
249	0	0	0	0
250	0	0	1.3	0
251	0	0	2	0
252	1.8	0	0	0
253	17.8	0	3.2	0
254	0	0	6.7	0
255	0	14.6	0	0
256	0	0	0	0
257	0	0	28.3	0
258	0	43	0	12.5
259	0	25	0	8.8
260	0	0.1	0	0.3
261	0	0.1	0.8	9
262	0	0	0	11.9
263	0	0	0	0
264	0	33.5	0	0.8
265	103.9	9.4	0	0
266	0	0	0.7	0
267	6.1	0.2	0	0
268	8.8	0.2	0	0
269	0	3.9	0.1	0
270	14.2	0	1.1	4.2
271	4.8	0	3.4	0
272	0	0	1.6	0.2
273	0.1	0	0	0.2
274	0	0	0	0
275	0	2.2	0	0
276	0	0	0	7.4
277	0	0	0	0
278	0	0	0	0
279	0	0	0	0.1
280	8	0	0	0
281	8	0	0	0
282	7.8	0	0	0
283	0	0	0	0
284	0	0	0.5	0
285	0	0	0	0
286	0	0	0	0
287	11	4.4	0	0
288	0	1.2	0	22.2
289	0	0	0	0
290	0	0	0	0
291	0	0	0	0
292	0	0	0	0.2
293	0	0	0	0
294	0	0	19.1	0
295	0	0	0	23.8
296	0	0	0	3.1
297	35	0	0	0
298	6	0	0	0
299	0	0	0	0
300	0	0.1	0	0
301	1	0	0	3.2
302	13.9	0	0	0.3
303	0	0	0.1	0
304	0	0	0	0
305	0	0	0	0
306	0	0	0	0
307	0	0	0	0
308	0	0	1	0
309	0	0	4.6	0.2
310	0	0	0	0.9
311	0	0	0	4
312	0	0	0	5.9
313	0	0	0	23.6
314	0	0	0	0.2
315	0.1	0.1	0	0
316	8.6	5	6.4	0
317	0	15.1	0	0
318	3.7	0.6	0	0
319	4.4	0	0	6.3
320	13.2	0	0	0.1
321	10.5	0	2.1	0
322	0	0	3.4	0
323	0	0	0	0
324	0	0	0	5
325	0	0	0.1	30.7
326	0	0	0	6.1
327	0	0	0	0
328	0	0	2.3	0
329	0	0	3	0
330	0	0	0	0
331	12.2	0	0	0
332	0.1	0	0	0
333	0	0.1	0	2.4
334	5.5	0.1	0	0
335	0	0	0.1	4
336	0	4.4	0	0.1
337	0	0	4.5	1.2
338	0	0	8	0
339	0	0	10.7	0.1
340	0	0	4.4	0.1
341	0	0	0	0
342	7	0	2.8	0
343	8.2	0	5.5	0
344	0	0	0	0
345	0	3.1	0	7.7
346	0	0.1	0	72.7
347	0	0	0	0.6
348	0	0	0	0
349	0	0	0	0
350	0	0.1	48.4	0
351	15.5	1	8.5	0
352	20.3	6.5	0	0
353	0	2	6.9	0
354	0	0	2.5	0
355	0	0	0	0
356	0	0	0	0
357	0	7.7	0	0.1
358	0	6	0	1.5
359	0	0	0	0
360	0	0	0.5	0
361	0	0	8.1	2.2
362	0	0	3.2	3.8
363	0	0	4.7	1.7
364	12.2	0.1	0.1	0
365	11	0	0	0
366	0			
